ensembl_gene_id,external_gene_name,mmusculus_homolog_ensembl_gene,mmusculus_homolog_associated_gene_name,mmusculus_homolog_orthology_type,mmusculus_homolog_orthology_confidence
ENSG00000144868,TMEM108,ENSMUSG00000042757,Tmem108,ortholog_one2one,1
ENSG00000139546,TARBP2,ENSMUSG00000023051,Tarbp2,ortholog_one2one,1
ENSG00000152154,TMEM178A,ENSMUSG00000024245,Tmem178,ortholog_one2one,1
ENSG00000253304,TMEM200B,ENSMUSG00000070720,Tmem200b,ortholog_one2one,1
ENSG00000088992,TESC,ENSMUSG00000055826,Tescl,ortholog_one2one,0
ENSG00000152078,TLCD4,ENSMUSG00000028132,Tlcd4,ortholog_one2one,1
ENSG00000163931,TKT,ENSMUSG00000021957,Tkt,ortholog_one2one,1
ENSG00000163527,STT3B,ENSMUSG00000032437,Stt3b,ortholog_one2one,1
ENSG00000092969,TGFB2,ENSMUSG00000039239,Tgfb2,ortholog_one2one,1
ENSG00000143093,STRIP1,ENSMUSG00000014601,Strip1,ortholog_one2one,1
ENSG00000177565,TBL1XR1,ENSMUSG00000027630,Tbl1xr1,ortholog_one2one,1
ENSG00000162782,TDRD5,ENSMUSG00000060985,Tdrd5,ortholog_one2one,1
ENSG00000144747,TMF1,ENSMUSG00000030059,Tmf1,ortholog_one2one,1
ENSG00000144339,TMEFF2,ENSMUSG00000026109,Tmeff2,ortholog_one2one,1
ENSG00000284770,TBCE,ENSMUSG00000039233,Tbce,ortholog_one2one,1
ENSG00000187605,TET3,ENSMUSG00000034832,Tet3,ortholog_one2one,1
ENSG00000196187,TMEM63A,ENSMUSG00000026519,Tmem63a,ortholog_one2one,1
ENSG00000131374,TBC1D5,ENSMUSG00000023923,Tbc1d5,ortholog_one2one,1
ENSG00000134077,THUMPD3,ENSMUSG00000030264,Thumpd3,ortholog_one2one,1
ENSG00000163541,SUCLG1,ENSMUSG00000052738,Suclg1,ortholog_one2one,1
ENSG00000132718,SYT11,ENSMUSG00000068923,Syt11,ortholog_one2one,1
ENSG00000118194,TNNT2,ENSMUSG00000026414,Tnnt2,ortholog_one2one,1
ENSG00000182134,TDRKH,ENSMUSG00000041912,Tdrkh,ortholog_one2one,1
ENSG00000136535,TBR1,ENSMUSG00000035033,Tbr1,ortholog_one2one,1
ENSG00000079308,TNS1,ENSMUSG00000055322,Tns1,ortholog_one2one,1
ENSG00000115661,STK16,ENSMUSG00000026201,Stk16,ortholog_one2one,1
ENSG00000097096,SYDE2,ENSMUSG00000036863,Syde2,ortholog_one2one,1
ENSG00000115183,TANC1,ENSMUSG00000035168,Tanc1,ortholog_one2one,1
ENSG00000143469,SYT14,ENSMUSG00000016200,Syt14,ortholog_one2one,0
ENSG00000134207,SYT6,ENSMUSG00000027849,Syt6,ortholog_one2one,1
ENSG00000116668,SWT1,ENSMUSG00000052748,Swt1,ortholog_one2one,1
ENSG00000159596,TMEM69,ENSMUSG00000055900,Tmem69,ortholog_one2one,1
ENSG00000143155,TIPRL,ENSMUSG00000040843,Tiprl,ortholog_one2one,1
ENSG00000205090,TMEM240,ENSMUSG00000084845,Tmem240,ortholog_one2one,1
ENSG00000159164,SV2A,ENSMUSG00000038486,Sv2a,ortholog_one2one,1
ENSG00000117632,STMN1,ENSMUSG00000028832,Stmn1,ortholog_one2one,1
ENSG00000186501,TMEM222,ENSMUSG00000028857,Tmem222,ortholog_one2one,1
ENSG00000094975,SUCO,ENSMUSG00000040297,Suco,ortholog_one2one,1
ENSG00000135823,STX6,ENSMUSG00000026470,Stx6,ortholog_one2one,1
ENSG00000203685,STUM,ENSMUSG00000053963,Stum,ortholog_one2one,1
ENSG00000162851,TFB2M,ENSMUSG00000026492,Tfb2m,ortholog_one2one,1
ENSG00000130775,THEMIS2,ENSMUSG00000037731,Themis2,ortholog_one2one,1
ENSG00000116266,STXBP3,ENSMUSG00000027882,Stxbp3,ortholog_one2one,1
ENSG00000116857,TMEM9,ENSMUSG00000026411,Tmem9,ortholog_one2one,1
ENSG00000070759,TESK2,ENSMUSG00000033985,Tesk2,ortholog_one2one,1
ENSG00000198198,SZT2,ENSMUSG00000033253,Szt2,ortholog_one2one,1
ENSG00000143183,TMCO1,ENSMUSG00000052428,Tmco1,ortholog_one2one,1
ENSG00000117758,STX12,ENSMUSG00000028879,Stx12,ortholog_one2one,1
ENSG00000120948,TARDBP,ENSMUSG00000041459,Tardbp,ortholog_one2one,1
ENSG00000133069,TMCC2,ENSMUSG00000042066,Tmcc2,ortholog_one2one,1
ENSG00000203705,TATDN3,ENSMUSG00000026632,Tatdn3,ortholog_one2one,1
ENSG00000292366,VAMP7,,,,NA
ENSG00000291426,TOLLIP,,,,NA
ENSG00000114374,USP9Y,ENSMUSG00000069044,Usp9y,ortholog_one2one,1
ENSG00000291480,TPRKB,,,,NA
ENSG00000283085,TPBG,,,,NA
ENSG00000288408,UBL7,,,,NA
ENSG00000280495,TRAPPC4,,,,NA
ENSG00000280616,VPS11,,,,NA
ENSG00000285339,VPS28,,,,NA
ENSG00000291527,USP16,,,,NA
ENSG00000291781,TTC5,,,,NA
ENSG00000282003,TUBGCP3,,,,NA
ENSG00000276856,TUBGCP5,,,,NA
ENSG00000280807,TUBGCP5,,,,NA
ENSG00000274965,TRPM1,,,,NA
ENSG00000120686,UFM1,ENSMUSG00000027746,Ufm1,ortholog_one2one,1
ENSG00000276416,UNC79,,,,NA
ENSG00000278787,UBR7,,,,NA
ENSG00000182670,TTC3,ENSMUSG00000040785,Ttc3,ortholog_one2one,1
ENSG00000204977,TRIM13,ENSMUSG00000035235,Trim13,ortholog_one2one,1
ENSG00000142185,TRPM2,ENSMUSG00000009292,Trpm2,ortholog_one2one,1
ENSG00000226085,UQCRFS1P1,,,,NA
ENSG00000188021,UBQLN2,ENSMUSG00000050148,Ubqln2,ortholog_one2one,1
ENSG00000273820,USP27X,ENSMUSG00000046269,Usp27x,ortholog_one2one,1
ENSG00000122042,UBL3,ENSMUSG00000001687,Ubl3,ortholog_one2one,1
ENSG00000176014,TUBB6,ENSMUSG00000001473,Tubb6,ortholog_one2one,1
ENSG00000101557,USP14,ENSMUSG00000047879,Usp14,ortholog_one2one,1
ENSG00000153339,TRAPPC8,ENSMUSG00000033382,Trappc8,ortholog_one2one,1
ENSG00000180543,TSPYL5,ENSMUSG00000038984,Tspyl5,ortholog_one2one,1
ENSG00000274796,TSEN34,,,,NA
ENSG00000136100,VPS36,ENSMUSG00000031479,Vps36,ortholog_one2one,1
ENSG00000244687,UBE2V1,ENSMUSG00000078923,Ube2v1,ortholog_one2one,0
ENSG00000284238,TOP3A,,,,NA
ENSG00000134882,UBAC2,ENSMUSG00000041765,Ubac2,ortholog_one2one,1
ENSG00000274078,TSEN34,,,,NA
ENSG00000278622,TSEN34,,,,NA
ENSG00000155959,VBP1,ENSMUSG00000031197,Vbp1,ortholog_one2one,1
ENSG00000276537,TTYH1,,,,NA
ENSG00000273896,TSEN34,,,,NA
ENSG00000278712,TSEN34,,,,NA
ENSG00000134900,TPP2,ENSMUSG00000041763,Tpp2,ortholog_one2one,1
ENSG00000275650,TTYH1,,,,NA
ENSG00000134160,TRPM1,ENSMUSG00000030523,Trpm1,ortholog_one2one,1
ENSG00000152484,USP12,ENSMUSG00000029640,Usp12,ortholog_one2one,1
ENSG00000274672,TSEN34,,,,NA
ENSG00000187189,TSPYL4,ENSMUSG00000039485,Tspyl4,ortholog_one2one,1
ENSG00000278605,TSEN34,,,,NA
ENSG00000275165,TSEN34,,,,NA
ENSG00000102804,TSC22D1,ENSMUSG00000022010,Tsc22d1,ortholog_one2one,1
ENSG00000142207,URB1,ENSMUSG00000039929,Urb1,ortholog_one2one,1
ENSG00000274891,TRAPPC12,,,,NA
ENSG00000134779,TPGS2,ENSMUSG00000024269,Tpgs2,ortholog_one2one,1
ENSG00000276887,TTYH1,,,,NA
ENSG00000146216,TTBK1,ENSMUSG00000015599,Ttbk1,ortholog_one2one,1
ENSG00000274129,TSEN34,,,,NA
ENSG00000118939,UCHL3,ENSMUSG00000035337,Uchl4,ortholog_one2many,0
ENSG00000118939,UCHL3,ENSMUSG00000022111,Uchl3,ortholog_one2many,1
ENSG00000124333,VAMP7,,,,NA
ENSG00000124120,TTPAL,ENSMUSG00000017679,Ttpal,ortholog_one2one,1
ENSG00000091164,TXNL1,ENSMUSG00000024583,Txnl1,ortholog_one2one,1
ENSG00000255690,TRIL,ENSMUSG00000043496,Tril,ortholog_one2one,1
ENSG00000100106,TRIOBP,ENSMUSG00000033088,Triobp,ortholog_one2one,1
ENSG00000126216,TUBGCP3,ENSMUSG00000000759,Tubgcp3,ortholog_one2one,1
ENSG00000128311,TST,ENSMUSG00000044986,Tst,ortholog_one2one,1
ENSG00000102595,UGGT2,ENSMUSG00000042104,Uggt2,ortholog_one2one,1
ENSG00000157538,VPS26C,ENSMUSG00000022898,Vps26c,ortholog_one2one,1
ENSG00000184787,UBE2G2,ENSMUSG00000009293,Ube2g2,ortholog_one2one,1
ENSG00000139287,TPH2,ENSMUSG00000006764,Tph2,ortholog_one2one,1
ENSG00000274348,TRPV5,,,,NA
ENSG00000175106,TVP23C,ENSMUSG00000014177,Tvp23b,ortholog_one2many,1
ENSG00000229341,TNXB,,,,NA
ENSG00000133112,TPT1,,,,NA
ENSG00000231116,VARS1,,,,NA
ENSG00000224156,TUBB,,,,NA
ENSG00000100154,TTC28,ENSMUSG00000033209,Ttc28,ortholog_one2one,1
ENSG00000228881,TRIM26,,,,NA
ENSG00000100348,TXN2,ENSMUSG00000005354,Txn2,ortholog_one2one,1
ENSG00000160218,TRAPPC10,ENSMUSG00000000374,Trappc10,ortholog_one2one,1
ENSG00000160185,UBASH3A,ENSMUSG00000042345,Ubash3a,ortholog_one2one,1
ENSG00000226589,VARS1,,,,NA
ENSG00000067445,TRO,ENSMUSG00000025272,Tro,ortholog_one2one,0
ENSG00000156256,USP16,ENSMUSG00000025616,Usp16,ortholog_one2one,1
ENSG00000236178,VARS2,,,,NA
ENSG00000235067,TUBB,,,,NA
ENSG00000168234,TTC39C,ENSMUSG00000024424,Ttc39c,ortholog_one2one,1
ENSG00000101407,TTI1,ENSMUSG00000027650,Tti1,ortholog_one2one,1
ENSG00000096171,VARS1,,,,NA
ENSG00000103275,UBE2I,ENSMUSG00000015120,Ube2i,ortholog_one2one,1
ENSG00000231608,TNXB,,,,NA
ENSG00000175073,VCPIP1,ENSMUSG00000045210,Vcpip1,ortholog_one2one,1
ENSG00000197969,VPS13A,ENSMUSG00000046230,Vps13a,ortholog_one2one,1
ENSG00000226060,TRIM26,,,,NA
ENSG00000233323,TNXB,,,,NA
ENSG00000230230,TRIM26,,,,NA
ENSG00000158526,TSR2,ENSMUSG00000025264,Tsr2,ortholog_one2one,1
ENSG00000124486,USP9X,ENSMUSG00000031010,Usp9x,ortholog_one2one,1
ENSG00000177398,UMODL1,ENSMUSG00000054134,Umodl1,ortholog_one2one,1
ENSG00000159713,TPPP3,ENSMUSG00000014846,Tppp3,ortholog_one2one,1
ENSG00000155313,USP25,ENSMUSG00000022867,Usp25,ortholog_one2one,1
ENSG00000230985,VARS2,,,,NA
ENSG00000227739,TUBB,,,,NA
ENSG00000205133,TRIQK,ENSMUSG00000055963,Triqk,ortholog_one2one,1
ENSG00000166887,VPS39,ENSMUSG00000027291,Vps39,ortholog_one2one,1
ENSG00000184056,VPS33B,ENSMUSG00000030534,Vps33b,ortholog_one2one,1
ENSG00000164440,TXLNB,ENSMUSG00000039891,Txlnb,ortholog_one2one,1
ENSG00000141968,VAV1,ENSMUSG00000034116,Vav1,ortholog_one2one,1
ENSG00000100416,TRMU,ENSMUSG00000022386,Trmu,ortholog_one2one,1
ENSG00000100300,TSPO,ENSMUSG00000041736,Tspo,ortholog_one2one,1
ENSG00000215305,VPS16,ENSMUSG00000027411,Vps16,ortholog_one2one,1
ENSG00000231641,TRIM26,,,,NA
ENSG00000231002,TRIM26,,,,NA
ENSG00000236221,TNXB,,,,NA
ENSG00000160293,VAV2,ENSMUSG00000009621,Vav2,ortholog_one2one,1
ENSG00000229684,TUBB,,,,NA
ENSG00000234032,VARS2,,,,NA
ENSG00000140416,TPM1,ENSMUSG00000032366,Tpm1,ortholog_one2one,1
ENSG00000109103,UNC119,ENSMUSG00000002058,Unc119,ortholog_one2one,1
ENSG00000025772,TOMM34,ENSMUSG00000018322,Tomm34,ortholog_one2one,1
ENSG00000229353,TNXB,,,,NA
ENSG00000167632,TRAPPC9,ENSMUSG00000047921,Trappc9,ortholog_one2one,1
ENSG00000224264,VARS1,,,,NA
ENSG00000223494,VARS2,,,,NA
ENSG00000101150,TPD52L2,ENSMUSG00000000827,Tpd52l2,ortholog_one2one,1
ENSG00000232575,TUBB,,,,NA
ENSG00000234046,TRIM26,,,,NA
ENSG00000206258,TNXB,,,,NA
ENSG00000067167,TRAM1,ENSMUSG00000025935,Tram1,ortholog_one2one,1
ENSG00000232421,TUBB,,,,NA
ENSG00000166925,TSC22D4,ENSMUSG00000144223,Tsc22d4,ortholog_one2one,1
ENSG00000206476,VARS2,,,,NA
ENSG00000231945,VARS1,,,,NA
ENSG00000086712,TXLNG,ENSMUSG00000038344,Txlng,ortholog_one2one,1
ENSG00000168538,TRAPPC11,ENSMUSG00000038102,Trappc11,ortholog_one2one,1
ENSG00000183311,TUBB,,,,NA
ENSG00000137313,TRIM26,,,,NA
ENSG00000227686,VARS1,,,,NA
ENSG00000132109,TRIM21,ENSMUSG00000030966,Trim21,ortholog_one2one,1
ENSG00000140830,TXNL4B,ENSMUSG00000031723,Txnl4b,ortholog_one2one,1
ENSG00000236236,TNXB,,,,NA
ENSG00000140553,UNC45A,ENSMUSG00000030533,Unc45a,ortholog_one2one,1
ENSG00000179981,TSHZ1,ENSMUSG00000046982,Tshz1,ortholog_one2one,1
ENSG00000198900,TOP1,ENSMUSG00000070544,Top1,ortholog_one2one,1
ENSG00000100271,TTLL1,ENSMUSG00000022442,Ttll1,ortholog_one2one,1
ENSG00000081307,UBA5,ENSMUSG00000032557,Uba5,ortholog_one2one,1
ENSG00000168454,TXNDC2,ENSMUSG00000050612,Txndc2,ortholog_one2one,0
ENSG00000167515,TRAPPC2L,ENSMUSG00000015013,Trappc2l,ortholog_one2one,1
ENSG00000101558,VAPA,ENSMUSG00000024091,Vapa,ortholog_one2one,1
ENSG00000127540,UQCR11,ENSMUSG00000020163,Uqcr11,ortholog_one2one,1
ENSG00000107341,UBE2R2,ENSMUSG00000036241,Ube2r2,ortholog_one2one,1
ENSG00000118271,TTR,ENSMUSG00000061808,Ttr,ortholog_one2one,1
ENSG00000184470,TXNRD2,ENSMUSG00000075704,Txnrd2,ortholog_one2one,1
ENSG00000149743,TRPT1,ENSMUSG00000047656,Trpt1,ortholog_one2one,1
ENSG00000119401,TRIM32,ENSMUSG00000051675,Trim32,ortholog_one2one,1
ENSG00000183785,TUBA8,ENSMUSG00000030137,Tuba8,ortholog_one2one,1
ENSG00000100304,TTLL12,ENSMUSG00000016757,Ttll12,ortholog_one2one,1
ENSG00000198833,UBE2J1,ENSMUSG00000028277,Ube2j1,ortholog_one2one,1
ENSG00000167333,TRIM68,ENSMUSG00000073968,Trim68,ortholog_one2one,1
ENSG00000005007,UPF1,ENSMUSG00000058301,Upf1,ortholog_one2one,1
ENSG00000036672,USP2,ENSMUSG00000032010,Usp2,ortholog_one2one,1
ENSG00000028203,VEZT,ENSMUSG00000036099,Vezt,ortholog_one2one,1
ENSG00000188229,TUBB4B,ENSMUSG00000036752,Tubb4b,ortholog_one2one,1
ENSG00000136816,TOR1B,ENSMUSG00000026848,Tor1b,ortholog_one2one,1
ENSG00000140474,ULK3,ENSMUSG00000032308,Ulk3,ortholog_one2one,1
ENSG00000173113,TRMT112,ENSMUSG00000038812,Trmt112,ortholog_one2one,1
ENSG00000130204,TOMM40,ENSMUSG00000002984,Tomm40,ortholog_one2one,1
ENSG00000007520,TSR3,ENSMUSG00000015126,Tsr3,ortholog_one2one,1
ENSG00000101019,UQCC1,ENSMUSG00000005882,Uqcc1,ortholog_one2one,1
ENSG00000100284,TOM1,ENSMUSG00000042870,Tom1,ortholog_one2one,1
ENSG00000105397,TYK2,ENSMUSG00000032175,Tyk2,ortholog_one2one,1
ENSG00000258947,TUBB3,ENSMUSG00000062380,Tubb3,ortholog_one2one,1
ENSG00000198276,UCKL1,ENSMUSG00000089917,Uckl1,ortholog_one2one,1
ENSG00000167118,URM1,ENSMUSG00000069020,Urm1,ortholog_one2one,1
ENSG00000102226,USP11,ENSMUSG00000031066,Usp11,ortholog_one2one,1
ENSG00000155975,VPS37A,ENSMUSG00000031600,Vps37a,ortholog_one2one,1
ENSG00000083067,TRPM3,ENSMUSG00000052387,Trpm3,ortholog_one2one,1
ENSG00000125753,VASP,ENSMUSG00000030403,Vasp,ortholog_one2one,1
ENSG00000110171,TRIM3,ENSMUSG00000036989,Trim3,ortholog_one2one,1
ENSG00000196367,TRRAP,ENSMUSG00000045482,Trrap,ortholog_one2one,1
ENSG00000185651,UBE2L3,ENSMUSG00000038965,Ube2l3,ortholog_one2many,1
ENSG00000129696,TTI2,ENSMUSG00000031577,Tti2,ortholog_one2one,1
ENSG00000160131,VMA21,ENSMUSG00000073131,Vma21,ortholog_one2one,1
ENSG00000099899,TRMT2A,ENSMUSG00000022721,Trmt2a,ortholog_one2one,1
ENSG00000178462,TUBAL3,ENSMUSG00000021216,Tubal3,ortholog_one2one,1
ENSG00000033178,UBA6,ENSMUSG00000035898,Uba6,ortholog_one2one,1
ENSG00000169139,UBE2V2,ENSMUSG00000022674,Ube2v2,ortholog_one2one,1
ENSG00000137822,TUBGCP4,ENSMUSG00000027263,Tubgcp4,ortholog_one2one,1
ENSG00000147852,VLDLR,ENSMUSG00000024924,Vldlr,ortholog_one2one,1
ENSG00000178952,TUFM,ENSMUSG00000073838,Tufm,ortholog_one2one,1
ENSG00000141933,TPGS1,ENSMUSG00000020308,Tpgs1,ortholog_one2one,1
ENSG00000170638,TRABD,ENSMUSG00000015363,Trabd,ortholog_one2one,1
ENSG00000108219,TSPAN14,ENSMUSG00000037824,Tspan14,ortholog_one2one,1
ENSG00000126261,UBA2,ENSMUSG00000052997,Uba2,ortholog_one2one,1
ENSG00000167721,TSR1,ENSMUSG00000038335,Tsr1,ortholog_one2one,1
ENSG00000144744,UBA3,ENSMUSG00000030061,Uba3,ortholog_one2one,1
ENSG00000151239,TWF1,ENSMUSG00000022451,Twf1,ortholog_one2one,1
ENSG00000099282,TSPAN15,ENSMUSG00000037031,Tspan15,ortholog_one2one,1
ENSG00000100216,TOMM22,ENSMUSG00000022427,Tomm22,ortholog_one2one,1
ENSG00000104723,TUSC3,ENSMUSG00000118664,Tusc3,ortholog_one2one,1
ENSG00000059145,UNKL,ENSMUSG00000015127,Unkl,ortholog_one2one,1
ENSG00000104142,VPS18,ENSMUSG00000034216,Vps18,ortholog_one2one,1
ENSG00000052841,TTC17,ENSMUSG00000027194,Ttc17,ortholog_one2one,1
ENSG00000163960,UBXN7,ENSMUSG00000053774,Ubxn7,ortholog_one2one,1
ENSG00000135148,TRAFD1,ENSMUSG00000042726,Trafd1,ortholog_one2one,1
ENSG00000165699,TSC1,ENSMUSG00000026812,Tsc1,ortholog_one2one,1
ENSG00000100991,TRPC4AP,ENSMUSG00000038324,Trpc4ap,ortholog_one2one,1
ENSG00000104691,UBXN8,ENSMUSG00000052906,Ubxn8,ortholog_one2one,1
ENSG00000172046,USP19,ENSMUSG00000006676,Usp19,ortholog_one2one,1
ENSG00000165409,TSHR,ENSMUSG00000020963,Tshr,ortholog_one2one,1
ENSG00000261456,TUBB8,,,,NA
ENSG00000101162,TUBB1,ENSMUSG00000016255,Tubb1,ortholog_one2one,1
ENSG00000135018,UBQLN1,ENSMUSG00000005312,Ubqln1,ortholog_one2one,1
ENSG00000130985,UBA1,ENSMUSG00000001924,Uba1,ortholog_one2one,1
ENSG00000130560,UBAC1,ENSMUSG00000036352,Ubac1,ortholog_one2one,1
ENSG00000124164,VAPB,ENSMUSG00000054455,Vapb,ortholog_one2one,1
ENSG00000076248,UNG,ENSMUSG00000029591,Ung,ortholog_one2one,1
ENSG00000130717,UCK1,ENSMUSG00000002550,Uck1,ortholog_one2one,1
ENSG00000010256,UQCRC1,ENSMUSG00000025651,Uqcrc1,ortholog_one2one,1
ENSG00000128159,TUBGCP6,ENSMUSG00000051786,Tubgcp6,ortholog_one2one,1
ENSG00000070010,UFD1,ENSMUSG00000005262,Ufd1,ortholog_one2one,1
ENSG00000066651,TRMT11,ENSMUSG00000019792,Trmt11,ortholog_one2one,1
ENSG00000103194,USP10,ENSMUSG00000031826,Usp10,ortholog_one2one,1
ENSG00000102178,UBL4A,ENSMUSG00000015290,Ubl4a,ortholog_one2one,1
ENSG00000128881,TTBK2,ENSMUSG00000090100,Ttbk2,ortholog_one2one,1
ENSG00000103671,TRIP4,ENSMUSG00000032386,Trip4,ortholog_one2one,1
ENSG00000165006,UBAP1,ENSMUSG00000028437,Ubap1,ortholog_one2one,1
ENSG00000011295,TTC19,ENSMUSG00000042298,Ttc19,ortholog_one2one,1
ENSG00000275835,TUBGCP5,ENSMUSG00000033790,Tubgcp5,ortholog_one2one,1
ENSG00000146242,TPBG,ENSMUSG00000035274,Tpbg,ortholog_one2one,1
ENSG00000138629,UBL7,ENSMUSG00000055720,Ubl7,ortholog_one2one,1
ENSG00000100038,TOP3B,ENSMUSG00000022779,Top3b,ortholog_one2one,1
ENSG00000153560,UBP1,ENSMUSG00000009741,Ubp1,ortholog_one2one,1
ENSG00000126602,TRAP1,ENSMUSG00000005981,Trap1,ortholog_one2one,1
ENSG00000167671,UBXN6,ENSMUSG00000019578,Ubxn6,ortholog_one2one,1
ENSG00000165637,VDAC2,ENSMUSG00000021771,Vdac2,ortholog_one2one,1
ENSG00000220205,VAMP2,ENSMUSG00000020894,Vamp2,ortholog_one2one,1
ENSG00000125482,TTF1,ENSMUSG00000026803,Ttf1,ortholog_one2one,0
ENSG00000077097,TOP2B,ENSMUSG00000017485,Top2b,ortholog_one2one,1
ENSG00000125351,UPF3B,ENSMUSG00000036572,Upf3b,ortholog_one2one,1
ENSG00000198382,UVRAG,ENSMUSG00000035354,Uvrag,ortholog_one2one,1
ENSG00000172315,TP53RK,ENSMUSG00000039725,Trp53rka,ortholog_one2many,1
ENSG00000172315,TP53RK,ENSMUSG00000042854,Trp53rkb,ortholog_one2many,0
ENSG00000109189,USP46,ENSMUSG00000054814,Usp46,ortholog_one2one,1
ENSG00000053501,USE1,ENSMUSG00000002395,Use1,ortholog_one2one,1
ENSG00000167553,TUBA1C,ENSMUSG00000043091,Tuba1c,ortholog_one2one,1
ENSG00000078140,UBE2K,ENSMUSG00000029203,Ube2k,ortholog_one2one,1
ENSG00000078804,TP53INP2,ENSMUSG00000038375,Trp53inp2,ortholog_one2one,1
ENSG00000186591,UBE2H,ENSMUSG00000039159,Ube2h,ortholog_one2one,1
ENSG00000148429,USP6NL,ENSMUSG00000039046,Usp6nl,ortholog_one2one,1
ENSG00000205838,TTC23L,ENSMUSG00000022249,Ttc23l,ortholog_one2one,1
ENSG00000168016,TRANK1,ENSMUSG00000062296,Trank1,ortholog_one2one,1
ENSG00000186815,TPCN1,ENSMUSG00000032741,Tpcn1,ortholog_one2one,1
ENSG00000141198,TOM1L1,ENSMUSG00000020541,Tom1l1,ortholog_one2one,1
ENSG00000184076,UQCR10,ENSMUSG00000059534,Uqcr10,ortholog_one2one,1
ENSG00000094841,UPRT,ENSMUSG00000073016,Uprt,ortholog_one2one,1
ENSG00000131323,TRAF3,ENSMUSG00000021277,Traf3,ortholog_one2one,1
ENSG00000124422,USP22,ENSMUSG00000042506,Usp22,ortholog_one2one,1
ENSG00000137831,UACA,ENSMUSG00000034485,Uaca,ortholog_one2one,1
ENSG00000131653,TRAF7,ENSMUSG00000052752,Traf7,ortholog_one2one,1
ENSG00000123607,TTC21B,ENSMUSG00000034848,Ttc21b,ortholog_one2one,1
ENSG00000038427,VCAN,ENSMUSG00000021614,Vcan,ortholog_one2one,1
ENSG00000127412,TRPV5,ENSMUSG00000036899,Trpv5,ortholog_one2one,1
ENSG00000156687,UNC5D,ENSMUSG00000063626,Unc5d,ortholog_one2one,1
ENSG00000182400,TRAPPC6B,ENSMUSG00000020993,Trappc6b,ortholog_one2one,1
ENSG00000038382,TRIO,ENSMUSG00000022263,Trio,ortholog_one2one,1
ENSG00000156298,TSPAN7,ENSMUSG00000058254,Tspan7,ortholog_one2one,1
ENSG00000104343,UBE2W,ENSMUSG00000025939,Ube2w,ortholog_one2one,1
ENSG00000166348,USP54,ENSMUSG00000034235,Usp54,ortholog_one2one,1
ENSG00000196459,TRAPPC2,,,,NA
ENSG00000113597,TRAPPC13,ENSMUSG00000021711,Trappc13,ortholog_one2one,1
ENSG00000174607,UGT8,ENSMUSG00000032854,Ugt8a,ortholog_one2one,1
ENSG00000137766,UNC13C,ENSMUSG00000062151,Unc13c,ortholog_one2one,1
ENSG00000104833,TUBB4A,ENSMUSG00000062591,Tubb4a,ortholog_one2one,1
ENSG00000168477,TNXB,ENSMUSG00000033327,Tnxb,ortholog_one2one,1
ENSG00000160948,VPS28,ENSMUSG00000115987,Vps28,ortholog_one2one,1
ENSG00000166402,TUB,ENSMUSG00000031028,Tub,ortholog_one2one,1
ENSG00000035403,VCL,ENSMUSG00000021823,Vcl,ortholog_one2one,1
ENSG00000070985,TRPM5,ENSMUSG00000009246,Trpm5,ortholog_one2one,1
ENSG00000132549,VPS13B,ENSMUSG00000037646,Vps13b,ortholog_one2one,1
ENSG00000204394,VARS1,ENSMUSG00000007029,Vars1,ortholog_one2one,1
ENSG00000103404,USP31,ENSMUSG00000063317,Usp31,ortholog_one2one,1
ENSG00000012963,UBR7,ENSMUSG00000041712,Ubr7,ortholog_one2one,1
ENSG00000131475,VPS25,ENSMUSG00000001240,Ramp2,ortholog_one2many,1
ENSG00000131475,VPS25,ENSMUSG00000078656,Vps25,ortholog_one2many,1
ENSG00000196230,TUBB,ENSMUSG00000001525,Tubb5,ortholog_one2one,1
ENSG00000136731,UGGT1,ENSMUSG00000037470,Uggt1,ortholog_one2one,1
ENSG00000196428,TSC22D2,ENSMUSG00000027806,Tsc22d2,ortholog_one2one,1
ENSG00000119685,TTLL5,,,,NA
ENSG00000135655,USP15,ENSMUSG00000020124,Usp15,ortholog_one2one,1
ENSG00000104517,UBR5,ENSMUSG00000037487,Ubr5,ortholog_one2one,1
ENSG00000069329,VPS35,ENSMUSG00000031696,Vps35,ortholog_one2one,1
ENSG00000006715,VPS41,ENSMUSG00000041236,Vps41,ortholog_one2one,1
ENSG00000197763,TXNRD3,ENSMUSG00000000811,Txnrd3,ortholog_one2one,1
ENSG00000151148,UBE3B,ENSMUSG00000029577,Ube3b,ortholog_one2one,1
ENSG00000160695,VPS11,ENSMUSG00000032127,Vps11,ortholog_one2one,1
ENSG00000111907,TPD52L1,ENSMUSG00000000296,Tpd52l1,ortholog_one2one,1
ENSG00000137411,VARS2,ENSMUSG00000038838,Vars2,ortholog_one2one,1
ENSG00000144034,TPRKB,ENSMUSG00000054226,Tprkb,ortholog_one2one,1
ENSG00000119121,TRPM6,ENSMUSG00000024727,Trpm6,ortholog_one2one,1
ENSG00000175662,TOM1L2,ENSMUSG00000000538,Tom1l2,ortholog_one2one,1
ENSG00000136319,TTC5,ENSMUSG00000006288,Ttc5,ortholog_one2one,1
ENSG00000138768,USO1,ENSMUSG00000029407,Uso1,ortholog_one2one,1
ENSG00000130726,TRIM28,ENSMUSG00000005566,Trim28,ortholog_one2one,1
ENSG00000175931,UBE2O,ENSMUSG00000020802,Ube2o,ortholog_one2one,1
ENSG00000139190,VAMP1,ENSMUSG00000030337,Vamp1,ortholog_one2one,0
