Gene,WT_10,WT_12,WT_7,WT_8,mC4_4,mC4_5,mC4_6,mC4_7
ENSMUSG00000025607.15,7503,5809,7601,6396,6603,9016,8938,8652
ENSMUSG00000085321.1,2,0,0,0,0,0,0,0
ENSMUSG00000039032.2,2,5,3,6,11,14,8,11
ENSMUSG00000073209.4,41,20,44,35,24,37,32,26
ENSMUSG00000065610.1,0,0,0,0,0,0,0,0
ENSMUSG00000065604.2,0,0,0,0,0,0,0,0
ENSMUSG00000097998.1,0,0,0,0,4,0,0,0
ENSMUSG00000044471.12,26,22,35,28,37,34,28,29
ENSMUSG00000087312.1,0,0,5,1,0,1,5,3
ENSMUSG00000104030.1,0,0,0,0,4,2,1,0
ENSMUSG00000086922.2,71,135,214,54,138,235,28,40
ENSMUSG00000103220.1,7,8,5,7,12,11,2,4
ENSMUSG00000087380.7,706,586,811,693,837,1202,1106,1122
ENSMUSG00000106867.1,6,1,4,3,3,5,8,6
ENSMUSG00000086931.1,1,5,3,7,3,19,12,3
ENSMUSG00000086212.7,275,265,303,288,242,338,352,337
ENSMUSG00000086855.1,7,17,18,8,11,16,15,9
ENSMUSG00000025609.15,7609,5415,8034,6292,7297,9398,9284,9812
ENSMUSG00000025608.9,2726,1696,2891,2314,3134,3730,3272,3147
ENSMUSG00000086732.1,42,51,73,28,43,90,97,47
ENSMUSG00000086804.8,59,41,39,23,45,82,66,53
ENSMUSG00000084973.2,36,28,37,12,35,79,31,35
ENSMUSG00000107010.1,0,0,0,0,0,0,0,0
ENSMUSG00000087379.1,0,0,0,0,0,0,0,0
ENSMUSG00000029766.7,0,0,0,0,0,0,0,0
ENSMUSG00000085616.1,0,0,1,4,0,0,0,0
ENSMUSG00000029765.12,9678,7676,11318,10719,11590,15859,15443,17130
ENSMUSG00000086720.1,0,0,0,0,0,0,0,0
ENSMUSG00000086675.1,2,6,0,2,4,4,1,6
ENSMUSG00000086763.1,22,28,22,28,20,42,34,32
ENSMUSG00000084386.1,0,0,0,0,0,0,0,0
ENSMUSG00000106873.1,0,0,0,0,0,1,0,0
ENSMUSG00000053768.13,3627,3136,4152,3038,3878,5236,5086,4760
ENSMUSG00000085847.1,2,0,0,0,0,0,0,0
ENSMUSG00000106676.1,0,0,0,0,0,0,0,0
ENSMUSG00000087777.1,0,0,0,0,0,0,0,0
ENSMUSG00000082217.1,2,0,0,0,0,0,0,0
ENSMUSG00000029763.17,7793,6027,8482,6947,7563,10112,9941,9614
ENSMUSG00000083728.1,0,0,0,2,0,2,0,1
ENSMUSG00000107358.1,0,0,0,0,0,0,0,2
ENSMUSG00000107103.1,2,0,0,0,0,0,0,0
ENSMUSG00000087441.1,2,0,0,2,0,2,0,0
ENSMUSG00000056215.13,368,333,406,477,552,608,670,944
ENSMUSG00000087356.1,43,29,67,41,24,52,59,45
ENSMUSG00000018999.14,4998,4319,5850,5100,5861,7182,7514,8081
ENSMUSG00000087613.1,0,0,2,0,4,0,0,4
ENSMUSG00000086762.1,8,9,14,10,2,6,7,21
ENSMUSG00000001642.18,2796,2174,2344,2150,2832,3539,3315,3453
ENSMUSG00000029762.6,73,48,28,32,31,86,60,66
ENSMUSG00000081991.1,4,2,0,0,0,2,0,0
ENSMUSG00000081196.1,0,0,2,0,0,0,0,4
ENSMUSG00000061758.13,1104,871,1155,1053,1240,1546,1408,1631
ENSMUSG00000052131.7,0,1,5,0,1,2,1,0
ENSMUSG00000084965.1,2,1,0,0,0,2,0,0
ENSMUSG00000038871.5,4588,3833,4982,3993,5056,6406,6260,5721
ENSMUSG00000085187.1,0,0,0,0,0,0,0,0
ENSMUSG00000029761.16,1731,1475,2037,2294,2312,2404,2546,2478
ENSMUSG00000085382.1,41,74,81,47,44,54,44,35
ENSMUSG00000060411.3,0,0,0,0,0,0,0,0
ENSMUSG00000086834.1,0,0,0,1,0,0,0,1
ENSMUSG00000038836.15,586,441,649,623,491,684,725,623
ENSMUSG00000082920.1,3,3,2,1,3,8,2,2
ENSMUSG00000082118.1,0,4,4,0,0,2,2,0
ENSMUSG00000082446.1,0,0,0,0,0,0,0,0
ENSMUSG00000106707.1,0,0,0,0,2,0,1,0
ENSMUSG00000057137.9,49,39,37,24,87,102,86,79
ENSMUSG00000046806.13,80,82,94,71,104,135,132,127
ENSMUSG00000058486.11,2285,1966,2413,1980,2019,2645,2711,2473
ENSMUSG00000029848.11,0,0,0,0,0,0,0,0
ENSMUSG00000029847.13,24,12,26,27,12,22,20,17
ENSMUSG00000038784.13,2766,2514,3177,2626,2743,4087,3693,3755
ENSMUSG00000038759.15,1855,1521,1849,1690,1818,2722,2644,2620
ENSMUSG00000087808.1,0,0,2,0,0,0,1,0
ENSMUSG00000073155.12,1479,1315,1763,1311,1446,2030,1911,1761
ENSMUSG00000029843.4,1213,1356,1024,2145,2629,2671,2487,2239
ENSMUSG00000047420.8,175,208,118,252,466,516,533,499
ENSMUSG00000107341.1,0,0,0,1,0,1,0,0
ENSMUSG00000029840.8,44789,32926,49254,40804,46366,59972,61006,58092
ENSMUSG00000095986.1,0,0,0,0,0,0,0,0
ENSMUSG00000107110.1,0,0,0,0,0,0,0,0
ENSMUSG00000107145.1,3,4,2,10,0,6,8,2
ENSMUSG00000077246.1,0,0,0,0,0,0,0,0
ENSMUSG00000107089.1,10,2,6,3,6,8,0,3
ENSMUSG00000073154.10,54,31,38,47,58,71,61,80
ENSMUSG00000045613.9,936,539,757,640,901,1074,1043,1362
ENSMUSG00000070075.1,0,1,0,0,0,0,0,0
ENSMUSG00000106817.1,1,0,0,0,0,0,0,0
ENSMUSG00000106872.1,0,0,0,0,0,0,0,0
ENSMUSG00000080336.1,0,0,0,0,0,0,0,0
ENSMUSG00000029838.11,40371,27097,41485,37904,51593,61482,62911,56787
ENSMUSG00000038665.15,2613,1656,2688,2755,2747,3838,3231,4330
ENSMUSG00000029837.2,0,1,0,0,0,0,0,0
ENSMUSG00000107310.1,6,2,2,2,9,2,2,6
ENSMUSG00000038648.5,881,560,1108,811,1159,1108,1223,1170
ENSMUSG00000038641.12,0,0,0,0,0,0,0,4
ENSMUSG00000106889.1,0,0,0,0,2,4,0,0
ENSMUSG00000107035.1,4,4,5,2,4,8,10,10
ENSMUSG00000080242.5,10782,10197,11260,10043,10889,17271,17760,17737
ENSMUSG00000106853.1,0,0,0,2,0,2,0,0
ENSMUSG00000029833.17,1854,1573,2175,1761,1836,2480,2242,2206
ENSMUSG00000029830.15,0,4,1,7,8,0,4,2
ENSMUSG00000038600.12,41,24,55,36,69,47,47,62
ENSMUSG00000029829.4,0,1,0,1,0,0,0,2
ENSMUSG00000087924.1,0,0,0,0,0,0,0,0
ENSMUSG00000063455.16,7447,6321,10079,9404,8664,11470,11511,12381
ENSMUSG00000107026.1,2,1,3,2,4,3,0,3
ENSMUSG00000047749.2,323,313,534,416,418,490,542,530
ENSMUSG00000029826.14,332,208,301,221,372,336,367,347
ENSMUSG00000106836.1,0,0,0,0,1,1,0,0
ENSMUSG00000057696.4,1,8,8,10,2,7,9,4
ENSMUSG00000056832.14,753,670,1033,986,846,1123,1150,1147
ENSMUSG00000089905.1,0,0,0,0,0,0,0,0
ENSMUSG00000038538.17,2224,1938,2782,2516,2498,3084,2947,3705
ENSMUSG00000098285.1,0,0,0,0,0,0,0,0
ENSMUSG00000019689.4,564,523,860,669,723,967,999,790
ENSMUSG00000081670.1,18,5,19,9,20,13,22,17
ENSMUSG00000029823.16,9161,7672,10433,8936,9473,11962,11855,11453
ENSMUSG00000071537.6,0,7,9,6,4,22,7,3
ENSMUSG00000079598.4,4135,3447,4395,3401,4204,5698,5505,4932
ENSMUSG00000061436.15,4623,2507,5396,4661,4485,4349,5176,4951
ENSMUSG00000029925.13,273,225,264,193,221,296,296,227
ENSMUSG00000106737.1,0,0,0,0,0,0,0,0
ENSMUSG00000077339.1,0,0,0,0,0,0,0,0
ENSMUSG00000100121.1,0,0,0,0,1,0,0,2
ENSMUSG00000038507.6,426,326,428,393,398,449,501,423
ENSMUSG00000073144.4,1,0,0,3,2,5,4,0
ENSMUSG00000106976.1,0,0,0,0,0,0,0,0
ENSMUSG00000042599.8,4203,2694,5168,3983,4885,7083,6006,6971
ENSMUSG00000115026.1,12,18,9,15,14,33,26,21
ENSMUSG00000107365.1,0,2,0,0,0,0,0,0
ENSMUSG00000089422.1,0,0,0,0,0,0,0,0
ENSMUSG00000029924.12,6389,5411,7386,6273,6044,9053,8821,8232
ENSMUSG00000029923.4,2,0,2,2,16,10,7,5
ENSMUSG00000029922.15,11475,9249,12802,10186,10575,14904,15180,13682
ENSMUSG00000068601.2,25,16,28,20,11,32,24,21
ENSMUSG00000064900.1,0,0,0,0,0,0,0,0
ENSMUSG00000038456.9,1880,1532,2216,1600,1970,2307,2282,2120
ENSMUSG00000085058.2,166,148,151,132,277,335,289,354
ENSMUSG00000046947.12,1216,987,1067,1169,977,1565,1435,1212
ENSMUSG00000086582.1,2,4,0,1,3,4,3,2
ENSMUSG00000107071.1,0,0,0,0,0,0,0,0
ENSMUSG00000002416.13,830,711,989,669,1010,1287,1326,1169
ENSMUSG00000002413.15,10546,8164,12413,10639,10715,14436,13866,14075
ENSMUSG00000091313.1,4,0,0,8,0,1,6,0
ENSMUSG00000029918.9,2228,1821,2574,1890,2238,3109,2963,2764
ENSMUSG00000106936.1,0,0,0,0,4,2,0,0
ENSMUSG00000106827.1,18,15,19,11,14,20,14,10
ENSMUSG00000057716.7,23870,16681,27249,25398,24639,35286,31447,35185
ENSMUSG00000097406.1,0,0,0,0,0,0,0,0
ENSMUSG00000103331.1,0,4,3,0,2,2,2,2
ENSMUSG00000102623.1,0,0,3,0,0,0,0,0
ENSMUSG00000097563.1,0,0,0,0,0,0,0,0
ENSMUSG00000097484.1,0,1,3,0,2,3,1,0
ENSMUSG00000102287.1,0,4,0,1,0,0,0,0
ENSMUSG00000029916.11,3555,2798,3679,2891,3501,4965,4537,4739
ENSMUSG00000037172.14,6971,5734,7847,6309,7532,10008,9873,10465
ENSMUSG00000037159.11,0,2,7,2,3,2,6,4
ENSMUSG00000029911.14,1027,938,1299,1073,1197,1708,1661,1530
ENSMUSG00000052850.5,0,0,0,0,0,2,0,0
ENSMUSG00000037140.6,1,0,0,0,0,0,0,4
ENSMUSG00000029909.6,0,0,0,0,0,0,0,0
ENSMUSG00000107359.1,0,0,0,0,0,0,0,0
ENSMUSG00000068259.4,4,2,4,6,2,2,2,4
ENSMUSG00000045514.5,3,0,1,6,0,1,0,0
ENSMUSG00000029915.14,100,74,74,40,62,111,96,110
ENSMUSG00000058250.2,0,0,0,0,0,0,0,0
ENSMUSG00000068587.10,2,2,7,0,0,6,4,0
ENSMUSG00000102802.3,0,2,4,0,7,2,0,0
ENSMUSG00000029885.3,0,2,0,0,0,1,2,0
ENSMUSG00000104084.1,0,0,0,0,0,0,1,0
ENSMUSG00000076461.2,0,0,1,2,2,0,0,0
ENSMUSG00000051936.4,0,0,0,0,0,0,2,0
ENSMUSG00000029883.12,0,0,0,0,0,0,0,0
ENSMUSG00000063252.6,0,0,0,0,0,0,0,0
ENSMUSG00000101629.1,0,0,0,0,0,0,0,0
ENSMUSG00000094808.2,0,0,0,0,0,0,0,0
ENSMUSG00000096525.2,0,0,0,0,0,0,0,0
ENSMUSG00000104408.1,0,1,0,0,0,0,0,0
ENSMUSG00000104105.1,0,0,0,0,0,0,0,0
ENSMUSG00000103157.1,0,1,0,0,0,0,0,0
ENSMUSG00000029882.5,22,20,26,9,38,20,22,43
ENSMUSG00000076462.2,0,0,0,0,0,0,0,0
ENSMUSG00000076463.2,0,0,0,0,0,0,0,0
ENSMUSG00000103586.5,17,7,7,10,12,32,12,30
ENSMUSG00000107486.1,0,0,0,0,0,0,0,0
ENSMUSG00000076465.2,0,0,0,0,0,0,0,0
ENSMUSG00000103807.1,2,3,2,2,5,1,5,4
ENSMUSG00000102622.1,0,0,0,0,0,0,0,0
ENSMUSG00000103833.1,0,0,0,0,0,0,0,0
ENSMUSG00000102821.1,0,0,0,0,0,0,0,0
ENSMUSG00000104198.1,0,0,0,0,0,0,0,0
ENSMUSG00000091671.1,0,0,0,0,0,0,0,0
ENSMUSG00000102903.1,0,0,0,0,0,0,0,0
ENSMUSG00000095574.2,0,0,0,0,0,0,0,0
ENSMUSG00000076467.3,0,0,0,0,0,0,0,0
ENSMUSG00000094525.2,3,0,2,6,4,2,6,8
ENSMUSG00000076469.3,2,0,0,0,0,2,2,2
ENSMUSG00000102327.1,0,0,0,0,0,0,0,0
ENSMUSG00000076470.1,0,0,0,6,0,0,0,0
ENSMUSG00000076471.3,0,0,0,0,0,0,0,0
ENSMUSG00000076472.2,0,0,0,0,0,0,0,0
ENSMUSG00000076473.3,0,0,0,2,0,0,0,0
ENSMUSG00000076474.3,0,0,0,0,0,0,0,0
ENSMUSG00000102409.1,0,0,0,0,0,0,0,0
ENSMUSG00000076475.2,0,0,0,0,0,0,0,0
ENSMUSG00000076476.1,0,0,0,0,0,2,0,0
ENSMUSG00000076477.3,0,0,0,0,0,0,0,0
ENSMUSG00000102988.1,0,0,0,0,0,0,0,0
ENSMUSG00000076478.7,0,0,0,0,0,0,0,0
ENSMUSG00000102955.1,0,0,0,0,0,0,0,0
ENSMUSG00000104473.1,0,0,0,0,0,0,0,0
ENSMUSG00000076479.3,0,0,0,0,0,2,0,0
ENSMUSG00000103042.1,2,2,0,2,0,0,0,0
ENSMUSG00000104254.1,0,0,0,0,0,0,0,0
ENSMUSG00000104326.1,0,0,0,0,0,0,0,0
ENSMUSG00000076480.2,0,0,0,0,1,0,0,0
ENSMUSG00000076481.7,0,0,0,0,0,0,0,0
ENSMUSG00000054106.7,0,0,0,0,0,0,0,0
ENSMUSG00000103797.1,0,0,0,0,0,0,4,0
ENSMUSG00000036938.17,0,0,0,6,0,0,0,0
ENSMUSG00000071521.4,14,1,11,6,2,18,3,6
ENSMUSG00000071519.6,10,0,4,2,14,9,1,2
ENSMUSG00000058119.6,0,0,2,0,0,1,6,12
ENSMUSG00000103397.1,0,0,0,0,0,0,0,0
ENSMUSG00000059014.8,0,0,0,0,0,0,0,0
ENSMUSG00000071517.6,19,34,18,25,44,43,29,61
ENSMUSG00000062751.5,7,1,0,0,0,5,4,0
ENSMUSG00000102221.1,0,1,0,3,2,0,0,0
ENSMUSG00000104513.1,0,0,0,0,0,0,2,0
ENSMUSG00000102616.1,0,0,1,0,1,0,0,0
ENSMUSG00000103699.1,0,0,0,0,1,0,0,0
ENSMUSG00000057163.3,1,0,0,0,0,0,0,0
ENSMUSG00000095668.1,0,0,0,0,0,1,0,0
ENSMUSG00000076483.1,0,0,0,0,0,0,0,0
ENSMUSG00000076484.1,0,0,0,0,0,3,0,0
ENSMUSG00000076485.2,0,0,0,0,0,0,0,0
ENSMUSG00000076486.1,0,0,0,0,0,0,0,0
ENSMUSG00000076487.1,0,0,0,1,0,0,0,0
ENSMUSG00000076488.1,0,0,0,1,0,0,0,0
ENSMUSG00000076489.2,0,0,0,0,0,0,0,0
ENSMUSG00000076490.6,2,3,2,1,0,5,3,4
ENSMUSG00000094569.1,0,0,1,1,0,0,1,1
ENSMUSG00000076492.1,19,12,32,19,29,20,29,36
ENSMUSG00000076493.1,11,14,30,10,16,30,21,38
ENSMUSG00000076494.1,70,94,91,94,82,106,126,161
ENSMUSG00000076495.1,8,12,17,3,16,13,10,18
ENSMUSG00000076496.1,0,0,1,0,0,0,0,0
ENSMUSG00000090818.1,23,16,28,24,37,29,29,52
ENSMUSG00000076497.1,44,49,53,35,41,64,64,73
ENSMUSG00000076498.2,734,874,863,806,1017,1134,1294,1557
ENSMUSG00000076499.3,0,0,0,0,0,0,2,0
ENSMUSG00000098970.1,0,0,0,0,0,0,0,0
ENSMUSG00000029869.7,15080,14085,15868,15366,16426,22932,24674,24462
ENSMUSG00000029868.13,805,737,859,805,1091,1445,1797,1589
ENSMUSG00000036899.10,0,0,0,0,0,0,1,1
ENSMUSG00000029867.5,0,0,0,0,0,0,1,0
ENSMUSG00000029866.13,0,2,0,0,0,1,4,0
ENSMUSG00000103788.1,1,0,0,2,0,0,0,0
ENSMUSG00000045479.7,6,0,0,0,0,0,0,2
ENSMUSG00000058499.9,0,0,0,0,0,0,2,0
ENSMUSG00000014104.12,0,0,0,0,0,0,8,0
ENSMUSG00000029865.4,0,0,0,0,0,0,0,0
ENSMUSG00000062833.2,0,0,0,0,0,0,0,0
ENSMUSG00000023289.11,0,0,0,0,0,0,0,0
ENSMUSG00000107543.1,0,0,2,2,1,0,0,0
ENSMUSG00000047102.4,0,0,0,0,0,0,0,0
ENSMUSG00000051917.3,0,0,0,0,0,0,0,0
ENSMUSG00000029864.7,599,439,724,550,675,725,750,560
ENSMUSG00000071506.4,6,6,0,6,5,6,8,0
ENSMUSG00000029863.13,879,713,943,844,959,1188,1237,1230
ENSMUSG00000084422.1,0,1,2,0,1,4,0,0
ENSMUSG00000029862.16,76,99,101,104,91,124,127,83
ENSMUSG00000029861.17,18846,16561,22115,18368,20322,25725,26543,25122
ENSMUSG00000108033.1,75,79,70,91,98,110,100,125
ENSMUSG00000065206.1,0,0,0,0,0,0,0,0
ENSMUSG00000029860.16,2865,2314,3005,2651,2904,4064,4131,3581
ENSMUSG00000029859.6,10,21,11,13,20,12,15,20
ENSMUSG00000101268.6,0,0,0,0,0,0,0,0
ENSMUSG00000046652.3,0,0,0,0,0,1,0,0
ENSMUSG00000056203.4,0,0,0,0,0,0,0,0
ENSMUSG00000048284.4,0,0,0,0,0,0,0,0
ENSMUSG00000108150.1,0,0,0,0,0,0,0,0
ENSMUSG00000068574.2,0,0,0,0,0,0,0,0
ENSMUSG00000091983.3,0,0,0,0,0,0,0,2
ENSMUSG00000090631.3,2,1,0,0,0,3,0,0
ENSMUSG00000078177.3,0,0,2,0,0,0,0,0
ENSMUSG00000071494.5,0,0,0,0,0,0,2,2
ENSMUSG00000018656.5,0,0,0,0,0,1,1,3
ENSMUSG00000029851.5,66,36,74,78,73,138,100,100
ENSMUSG00000036667.14,29536,24349,32122,28142,29573,43487,42532,42308
ENSMUSG00000107986.1,0,0,0,0,0,0,0,0
ENSMUSG00000107416.1,0,0,0,0,0,0,0,1
ENSMUSG00000107650.1,0,0,0,0,0,2,2,0
ENSMUSG00000095831.2,0,0,0,0,0,0,0,0
ENSMUSG00000107818.1,0,0,0,0,0,0,0,0
ENSMUSG00000095236.2,0,0,0,0,0,0,0,0
ENSMUSG00000065034.1,6,0,0,0,0,4,0,6
ENSMUSG00000094192.5,0,0,0,0,0,0,0,0
ENSMUSG00000108058.1,0,0,0,0,0,0,0,0
ENSMUSG00000054431.4,0,0,0,0,0,0,0,0
ENSMUSG00000087766.1,0,0,0,0,0,0,0,0
ENSMUSG00000049168.9,0,1,0,0,0,1,0,1
ENSMUSG00000043119.5,0,0,0,0,0,0,0,0
ENSMUSG00000045708.4,0,0,0,0,0,0,0,0
ENSMUSG00000073111.3,0,3,0,0,0,1,0,0
ENSMUSG00000108157.1,0,0,0,0,0,0,0,0
ENSMUSG00000073110.3,0,0,0,0,0,0,0,0
ENSMUSG00000091008.1,0,0,0,0,0,0,0,0
ENSMUSG00000091386.2,7,24,19,23,16,6,20,25
ENSMUSG00000076500.2,0,0,0,0,2,2,0,0
ENSMUSG00000108193.1,0,0,0,0,0,2,0,0
ENSMUSG00000094669.3,0,0,1,0,0,0,1,1
ENSMUSG00000107889.1,0,4,2,3,1,0,11,3
ENSMUSG00000108149.1,0,0,0,0,0,0,0,0
ENSMUSG00000094200.2,0,10,14,2,0,2,12,2
ENSMUSG00000071481.4,0,0,0,2,0,0,0,2
ENSMUSG00000043605.5,2,2,1,0,0,2,2,1
ENSMUSG00000107469.1,0,0,0,0,0,0,0,0
ENSMUSG00000048693.5,4,0,0,0,0,0,4,0
ENSMUSG00000096158.1,0,0,0,0,2,0,0,0
ENSMUSG00000059411.6,0,0,0,0,0,1,3,0
ENSMUSG00000061210.4,0,0,0,0,0,0,0,0
ENSMUSG00000108190.1,4,7,6,5,2,6,3,2
ENSMUSG00000033542.13,315,273,317,415,470,494,505,457
ENSMUSG00000107861.1,0,0,0,2,0,0,0,0
ENSMUSG00000029736.15,4,6,1,4,3,0,4,4
ENSMUSG00000029735.17,220,216,262,245,360,417,419,412
ENSMUSG00000084325.2,0,0,0,0,0,1,2,0
ENSMUSG00000107709.1,0,0,2,2,0,0,0,4
ENSMUSG00000107465.1,0,0,0,0,0,0,0,0
ENSMUSG00000107920.1,0,0,0,1,1,0,0,0
ENSMUSG00000077146.1,0,0,0,0,0,0,0,0
ENSMUSG00000107598.1,0,0,0,0,0,0,0,0
ENSMUSG00000107953.1,0,0,0,0,0,0,0,0
ENSMUSG00000107845.1,0,0,0,0,0,0,0,0
ENSMUSG00000107904.1,0,0,0,0,0,0,0,0
ENSMUSG00000039419.17,16727,12221,18040,16416,12910,20474,18827,18907
ENSMUSG00000107729.1,0,0,0,0,0,2,4,1
ENSMUSG00000107858.1,0,1,2,0,4,0,0,0
ENSMUSG00000108070.1,0,2,0,2,0,0,4,0
ENSMUSG00000107643.1,0,3,0,0,0,0,0,0
ENSMUSG00000108146.1,2,3,4,2,0,6,0,0
ENSMUSG00000107779.1,0,4,0,4,0,0,0,0
ENSMUSG00000108008.1,0,0,0,0,0,0,0,0
ENSMUSG00000107414.1,0,0,0,0,0,0,0,0
ENSMUSG00000107433.1,0,0,0,0,0,0,0,0
ENSMUSG00000108123.1,0,0,0,0,0,0,0,0
ENSMUSG00000107886.1,0,0,0,0,0,0,2,2
ENSMUSG00000108055.1,0,0,0,0,0,0,0,0
ENSMUSG00000107515.1,0,0,0,1,0,2,0,0
ENSMUSG00000089061.1,0,0,0,0,1,0,0,0
ENSMUSG00000107913.1,0,0,0,0,0,0,0,2
ENSMUSG00000107606.1,2,0,2,0,1,0,0,0
ENSMUSG00000107571.1,6,2,6,0,0,2,4,0
ENSMUSG00000107782.1,0,0,0,0,0,0,0,0
ENSMUSG00000108189.1,0,0,0,0,0,0,0,0
ENSMUSG00000107712.1,0,0,0,0,0,0,0,0
ENSMUSG00000107442.1,0,0,0,0,0,0,0,0
ENSMUSG00000089538.1,0,0,0,0,0,0,0,0
ENSMUSG00000107454.1,0,4,0,2,4,3,2,0
ENSMUSG00000079575.3,121,8,15,14,268,171,292,367
ENSMUSG00000107725.1,0,0,0,0,0,0,0,0
ENSMUSG00000107532.1,2,0,0,0,0,0,0,0
ENSMUSG00000108217.1,0,0,0,0,0,0,0,0
ENSMUSG00000107952.1,35,21,50,46,46,65,60,52
ENSMUSG00000107853.1,4,4,5,2,3,1,3,2
ENSMUSG00000029686.15,11928,10123,13506,10387,10925,14968,15309,13147
ENSMUSG00000052241.3,9,11,15,16,18,15,20,13
ENSMUSG00000029687.16,305,246,322,237,298,332,253,295
ENSMUSG00000107628.1,0,0,0,0,0,0,0,0
ENSMUSG00000108180.1,0,0,0,1,0,0,0,0
ENSMUSG00000087897.1,0,0,0,0,0,0,0,0
ENSMUSG00000064945.1,10,4,4,2,3,2,7,0
ENSMUSG00000097255.1,0,3,1,0,0,0,0,0
ENSMUSG00000065701.1,12,6,10,7,4,8,13,7
ENSMUSG00000025823.9,2270,2236,2332,1987,2701,3217,3392,3025
ENSMUSG00000076060.1,0,0,3,0,0,0,0,0
ENSMUSG00000094557.1,0,0,2,0,0,3,0,2
ENSMUSG00000051499.7,343,279,384,290,237,433,535,401
ENSMUSG00000062519.13,2039,1716,2465,2141,2164,2654,2733,2923
ENSMUSG00000107604.1,4,0,1,0,0,2,0,0
ENSMUSG00000025821.9,1806,1459,2146,1763,1765,2695,2482,2253
ENSMUSG00000052763.7,1143,1042,1372,1152,1233,1548,1459,1490
ENSMUSG00000072653.14,631,671,907,618,484,712,697,705
ENSMUSG00000045466.18,1521,1540,1608,1340,1488,1871,1878,1808
ENSMUSG00000107824.1,0,0,0,0,0,0,0,0
ENSMUSG00000071477.10,2508,2088,2796,2236,2385,2985,3031,2552
ENSMUSG00000108101.1,2,3,4,1,1,4,1,2
ENSMUSG00000092928.1,0,0,0,0,0,0,0,0
ENSMUSG00000057691.8,1936,1774,2353,1877,2052,2652,2526,2536
ENSMUSG00000097434.2,6,7,11,2,0,7,5,19
ENSMUSG00000092888.1,0,0,0,0,0,0,0,0
ENSMUSG00000107875.1,56,37,63,53,28,40,68,47
ENSMUSG00000108275.1,0,0,0,0,0,0,2,0
ENSMUSG00000042810.14,2348,2539,2945,2638,2227,3461,2901,2851
ENSMUSG00000093085.1,0,1,0,0,3,3,1,2
ENSMUSG00000068551.12,1042,771,1202,846,1005,1203,998,1064
ENSMUSG00000029797.13,24,26,39,39,30,31,16,14
ENSMUSG00000107476.3,1562,1622,1920,1709,1851,2050,2077,1902
ENSMUSG00000095526.2,0,4,0,1,1,2,1,2
ENSMUSG00000044211.9,33,476,305,496,382,542,567,552
ENSMUSG00000097716.1,0,0,0,1,0,2,2,8
ENSMUSG00000039347.7,38684,34573,44266,34580,39049,53747,57425,50184
ENSMUSG00000073096.11,1204,1022,1464,1141,1202,1451,1443,1298
ENSMUSG00000009281.6,403,262,310,295,356,427,378,300
ENSMUSG00000052730.7,0,4,0,0,0,0,0,1
ENSMUSG00000107588.1,0,0,0,0,0,0,0,0
ENSMUSG00000052751.16,1687,1597,2012,1745,1557,2211,2058,1777
ENSMUSG00000107789.1,0,0,0,0,0,0,0,0
ENSMUSG00000007216.6,372,302,385,322,301,413,374,333
ENSMUSG00000107640.1,0,0,0,0,0,0,0,0
ENSMUSG00000053297.14,2177,1755,2229,1868,1781,2543,2210,2309
ENSMUSG00000064262.7,144,71,141,146,159,228,143,181
ENSMUSG00000108117.1,0,0,0,0,0,0,0,0
ENSMUSG00000051124.6,62,32,68,40,87,90,92,89
ENSMUSG00000054435.16,137,86,129,71,143,169,177,230
ENSMUSG00000047867.11,528,293,628,532,579,590,695,649
ENSMUSG00000098715.6,0,0,0,1,0,2,0,0
ENSMUSG00000043931.10,0,0,0,0,2,0,0,0
ENSMUSG00000044867.5,6,2,0,3,1,0,2,3
ENSMUSG00000090019.5,43,22,76,63,63,66,43,65
ENSMUSG00000043505.8,59,27,42,27,54,47,60,52
ENSMUSG00000108298.1,2,3,1,6,3,4,0,2
ENSMUSG00000107481.1,0,0,3,2,0,4,0,2
ENSMUSG00000039264.9,6,6,3,6,8,12,6,13
ENSMUSG00000108130.1,0,0,0,0,0,0,0,0
ENSMUSG00000107574.1,0,0,0,0,0,0,0,0
ENSMUSG00000029810.15,2274,1903,2491,1975,2102,2435,2610,2178
ENSMUSG00000023367.14,1182,755,1093,907,965,1074,1148,1002
ENSMUSG00000107597.1,0,0,1,3,0,0,0,0
ENSMUSG00000108084.1,74,78,111,75,82,53,60,94
ENSMUSG00000029811.14,0,0,0,0,0,0,0,0
ENSMUSG00000029813.8,0,0,0,0,4,0,0,0
ENSMUSG00000089335.1,0,0,0,0,0,0,0,0
ENSMUSG00000068537.2,0,0,0,0,0,0,0,0
ENSMUSG00000107943.1,0,0,0,0,0,0,0,2
ENSMUSG00000107692.1,0,0,0,0,1,0,0,0
ENSMUSG00000068536.11,0,0,0,0,0,0,0,1
ENSMUSG00000108017.1,0,0,0,0,0,0,0,0
ENSMUSG00000107656.1,0,0,1,1,0,0,0,4
ENSMUSG00000039215.5,0,0,0,0,0,0,0,0
ENSMUSG00000107457.1,0,0,0,0,0,0,0,0
ENSMUSG00000029816.10,122,83,138,131,66,126,161,98
ENSMUSG00000107758.1,0,0,0,0,1,1,0,1
ENSMUSG00000029815.12,205,201,379,251,303,339,384,349
ENSMUSG00000107990.1,0,1,2,7,0,3,2,2
ENSMUSG00000029814.10,165,116,231,159,190,195,200,255
ENSMUSG00000107727.1,0,0,0,0,0,0,0,0
